Date,Region,AvgPrice,4046,4225,4770,SBags,LBags,XLBags,TotalBags,TotalVol,Type.Conventional,Type.Organic,Longitude,Latitude
14/01/2018,Total U.S.,1.59,145680.62,323669.83,1580.01,858772.69,146808.97,12.12,1005593.78,1476651.08,0,1,,
14/01/2018,Roanoke,1.09,35632,58767.29,184.49,62260.15,32827.64,0,95087.79,189671.57,1,0,-79.941429,37.270969
14/01/2018,Southeast,1.42,1053.73,16596.47,158.66,78949.63,9587.25,0,88536.88,106345.74,0,1,,
14/01/2018,Atlanta,1.56,291.55,3583.4,0,7227.8,5048.95,0,12276.75,16151.7,0,1,-84.387985,33.748997
14/01/2018,Charlotte,1.45,17.87,7132.92,241.85,12116.18,13.33,0,12129.51,19522.15,0,1,-80.843124,35.227085
14/01/2018,Boston,1.73,12.77,2380.23,0,23926.76,3148.6,0,27075.36,29468.36,0,1,-71.057083,42.361145
14/01/2018,Plains,1.25,891358.6,572445.19,6526.08,436555.79,126910.37,27.78,563493.94,2033823.81,1,0,-100.58976,37.262032
14/01/2018,Philadelphia,1.5,36351.3,232190.19,443.69,126685.84,23512.81,5.53,150204.18,419189.36,1,0,-75.165222,39.952583
14/01/2018,Pittsburgh,1.3,40292.71,22648.55,1560.23,42859.85,10122.48,0,52982.33,117483.82,1,0,-79.995888,40.440624
14/01/2018,Portland,1.06,76227.53,252457.95,17693.46,99618.49,300591.83,1274.92,401485.24,747864.18,1,0,-122.676483,45.523064
14/01/2018,Cincinnati/Dayton,1.71,610.29,5917.68,0,4369.52,8536.87,0,12906.39,19434.36,0,1,-84.512016,39.103119
14/01/2018,Detroit,1.18,94963.97,60826.16,13812.28,162745.09,36032.53,1248.07,200025.69,369628.1,1,0,-83.045753,42.331429
14/01/2018,Chicago,1.79,133.39,31177.44,0,13635.06,10,0,13645.06,44955.89,0,1,-87.623177,41.881832
14/01/2018,Midsouth,1.28,793349.35,1435754.49,27610.81,1025338.52,251804.63,3385.24,1280528.39,3537243.04,1,0,,
14/01/2018,Albany,1.47,7.3,301.87,0,3831.78,0,0,3831.78,4140.95,0,1,-73.756233,42.65258
14/01/2018,Syracuse,1.31,3452.94,45825.51,72.86,14827.72,15188.49,0,30016.21,79367.52,1,0,-76.15448,43.088947
14/01/2018,South Central,0.96,3135720.11,1470455.24,34008.03,1368263.33,505121.44,873.55,1874258.32,6514441.7,1,0,,
14/01/2018,West Tex/New Mexico,0.9,463945.73,188126.02,11227.47,125408.69,162040.02,206.67,287655.38,950954.6,1,0,-106.018066,34.307144
14/01/2018,Cincinnati/Dayton,1.15,59620.01,30542.73,19975.22,123961.02,9260.42,6.73,133228.17,243366.13,1,0,-84.512016,39.103119
14/01/2018,Charlotte,1.38,60751.23,97094.95,5512.27,82964.19,4937.9,0,87902.09,251260.54,1,0,-80.843124,35.227085
14/01/2018,South Central,1.5,31829.24,4472.99,0,102266.31,8152.19,0,110418.5,146720.73,0,1,,
14/01/2018,South Carolina,1.31,67.8,4372.27,114.33,13152.29,971.94,0,14124.23,18678.63,0,1,-81.163727,33.836082
14/01/2018,Seattle,2.03,1147.33,18370.39,9.23,1630.19,15063.98,7.33,16701.5,36228.45,0,1,-122.335167,47.608013
21/01/2018,West Tex/New Mexico,1.87,1191.92,2452.79,727.94,9351.8,42.31,0,9394.11,13766.76,0,1,-106.018066,34.307144
21/01/2018,West,1.83,27049.44,33561.32,439.47,76091.99,51947.5,228.27,128267.76,189317.99,0,1,,
21/01/2018,New York,1.91,5732.09,13124.59,157.72,52130.98,615.31,0,52746.29,71760.69,0,1,-73.935242,40.73061
21/01/2018,New Orleans/Mobile,1.42,259.52,123.76,0,5035.55,90.47,0,5126.02,5509.3,0,1,-90.071533,29.95106
21/01/2018,Jacksonville,1.77,67.15,597.85,6.46,2105.56,733.14,0,2838.7,3510.16,0,1,-81.655647,30.332184
21/01/2018,Tampa,1.17,375284.99,50138.85,1076.25,76281.04,74392.16,0,150673.2,577173.29,1,0,-82.452606,27.964157
21/01/2018,Louisville,1.6,1,1008.63,0,1596.03,1564.48,0,3160.51,4170.14,0,1,-85.7584557,38.2526647
21/01/2018,Baltimore/Washington,1.66,1450.87,9262.48,65.08,27315.34,4.44,0,27319.78,38098.21,0,1,-120.740135,47.751076
21/01/2018,Miami /Ft. Lauderdale,1.46,127.92,285.41,0,7143.99,0,0,7143.99,7557.32,0,1,-80.191788,25.761681
21/01/2018,Indianapolis,1.48,281.81,1266.88,0,4149.72,3734.74,0,7884.46,9495.46,0,1,-86.148003,39.791
21/01/2018,Northeast,1.75,11683.16,26922.85,162.73,167900.81,9073.39,0,176974.2,215742.94,0,1,,
21/01/2018,Midsouth,1.68,3204.14,44350.14,763.49,84681.87,19056.48,0,103738.35,152056.12,0,1,,
21/01/2018,South Central,0.86,3429393.15,931790.87,36818.11,2311921.49,418189.88,333.25,2730444.62,7128446.75,1,0,,
21/01/2018,Atlanta,1.64,349.05,3967.66,0,6204.43,8033.83,0,14238.26,18554.97,0,1,-84.387985,33.748997
21/01/2018,Boise,1.81,41.05,577.32,0,284.43,1541.86,1.47,1827.76,2446.13,0,1,-116.215019,43.618881
21/01/2018,Spokane,1.07,24435.65,33395.51,517.34,22478.8,24044.51,133.45,46656.76,105005.26,1,0,-117.426048,47.658779
21/01/2018,Nashville,1.68,59.53,2081.22,0,2314.95,4090.6,0,6405.55,8546.3,0,1,-86.76796,36.174465
21/01/2018,Boston,1.82,60.87,2647.48,0,21985.03,2011.6,0,23996.63,26704.98,0,1,-71.057083,42.361145
21/01/2018,Los Angeles,1.75,9239.41,24527.98,0,60647.03,27.08,0,60674.11,94441.5,0,1,-118.243683,34.052235
21/01/2018,Las Vegas,1.91,1096.07,1280.31,0,5115.15,0,0,5115.15,7491.53,0,1,-115.172813,36.114647
21/01/2018,Houston,1.41,7335.69,43.11,0,25100.48,243.33,0,25343.81,32722.61,0,1,-95.358421,29.749907
21/01/2018,Albany,1.54,14.67,253.01,0,3078.86,0,0,3078.86,3346.54,0,1,-73.756233,42.65258
21/01/2018,Columbus,1.5,613.65,1852.11,0,4083.63,2428.58,0,6512.21,8977.97,0,1,-82.98333,39.983334
21/01/2018,Hartford/Springfield,2.12,97.64,4096.79,1.39,8079.06,34.1,0,8113.16,12308.98,0,1,-89.65002,39.79999
21/01/2018,Raleigh/Greensboro,1.86,167.64,5921.25,176.32,8026.25,336.02,0,8362.27,14627.48,0,1,-78.644257,35.787743
21/01/2018,Southeast,1.48,1379.6,16329.87,114.48,71192.79,16671.99,0,87864.78,105688.73,0,1,,
21/01/2018,South Central,1.44,22596.66,3200.09,0,105354.48,7198.7,0,112553.18,138349.93,0,1,,
21/01/2018,Richmond/Norfolk,1.58,521.57,3808.38,90.71,6246.99,1790.44,0,8037.43,12458.09,0,1,-77.4360481,37.5407246
21/01/2018,South Carolina,1.1,234534.94,77898.32,3486.87,138219.59,49325.5,2788.89,190333.98,506254.11,1,0,-81.163727,33.836082
21/01/2018,Syracuse,1.45,3424.37,55184.65,81.92,11894.14,14409.78,0,26303.92,84994.86,1,0,-76.15448,43.088947
21/01/2018,Seattle,1.31,125236.3,202783.51,754.76,138209.77,133100.87,584.57,271895.21,600669.78,1,0,-122.335167,47.608013
21/01/2018,Cincinnati/Dayton,1.6,678.73,5179.83,0,2688.54,9817.27,0,12505.81,18364.37,0,1,-84.512016,39.103119
21/01/2018,Sacramento,1.62,3017.16,3954.94,0,1961.12,0,0,1961.12,8933.22,0,1,-121.478851,38.575764
21/01/2018,South Carolina,1.4,105.95,4280.36,73.29,11152.35,1954.5,0,13106.85,17566.45,0,1,-81.163727,33.836082
21/01/2018,San Diego,1.95,1088.49,9282.37,0,8305.51,0,0,8305.51,18676.37,0,1,-117.161087,32.71536
21/01/2018,St. Louis,1.05,98471.49,7427.5,582.75,123950.8,26817.66,0,150768.46,257250.2,1,0,-90.199402,38.627003
21/01/2018,San Francisco,1.36,13037.67,11998.44,0,2883.34,0,0,2883.34,27919.45,0,1,-122.431297,37.773972
21/01/2018,Denver,1.55,7841.79,687.2,32.61,20613.26,968.44,0,21581.7,30143.3,0,1,-104.991531,39.742043
21/01/2018,Seattle,2.02,928.1,12632.06,23.62,1469.79,18905.41,27.7,20402.9,33986.68,0,1,-122.335167,47.608013
21/01/2018,Dallas/Ft. Worth,1.5,4244.71,360.17,0,17607.8,1820.19,0,19427.99,24032.87,0,1,-96.808891,32.779167
21/01/2018,Southeast,1.14,2925027.75,461260.99,15728.65,879462.33,647625.95,24953.66,1552041.94,4954059.33,1,0,,
21/01/2018,Detroit,1.41,826.25,3379.62,0,11215.49,6675.11,0,17890.6,22121.43,0,1,-83.045753,42.331429
21/01/2018,Total U.S.,1.63,108705.28,259172.13,1490.02,710654.4,203526.59,228.27,914409.26,1283987.65,0,1,,
21/01/2018,Total U.S.,1.08,14218843.83,13929702.12,928815.12,9866218.28,3789722.9,206519.3,13862460.48,42939821.55,1,0,,
21/01/2018,Spokane,1.76,227.35,1340.5,0,745.55,2216.3,2.38,2964.23,4532.08,0,1,-117.426048,47.658779
21/01/2018,Buffalo/Rochester,1.23,309.8,119.81,0,3581.4,3277.57,0,6858.97,7288.58,0,1,-78.878738,42.88023
21/01/2018,Northern New England,1.59,4,664.79,0,21432.31,0,0,21432.31,22101.1,0,1,-71.382437,42.407211
21/01/2018,West,1.04,2218365.17,1811849.78,106001.28,1196963.03,1707643.76,12997.1,2917603.89,7053820.12,1,0,,
21/01/2018,Orlando,1.53,113.71,598.05,0,6278.88,3.33,0,6282.21,6993.97,0,1,-81.379234,28.538336
21/01/2018,Tampa,1.52,76.66,407.09,0,6375.55,11.75,0,6387.3,6871.05,0,1,-82.452606,27.964157
21/01/2018,California,1.69,34411.37,64513.67,0,83022.84,27.1,0,83049.94,181974.98,0,1,-119.417931,36.778259
21/01/2018,Syracuse,1.27,92.12,73.17,0,2117.69,876.82,0,2994.51,3159.8,0,1,-76.15448,43.088947
21/01/2018,Philadelphia,1.73,2121.11,2654.73,3.61,18326.57,9.64,0,18336.21,23115.66,0,1,-75.165222,39.952583
21/01/2018,Phoenix/Tucson,1.78,2178.78,1901.41,0,8031.33,1.3,0,8032.63,12112.82,0,1,-112.074036,33.448376
21/01/2018,Pittsburgh,1.47,1296.15,18.33,0,6519.59,0,0,6519.59,7834.07,0,1,-79.995888,40.440624
21/01/2018,St. Louis,1.77,1559.68,823.81,0,2868.51,1635.8,0,4504.31,6887.8,0,1,-90.199402,38.627003
21/01/2018,Harrisburg/Scranton,1.59,225.43,166.81,19.2,15410.91,6.68,0,15417.59,15829.03,0,1,-76.890739,40.26368
21/01/2018,Plains,1.69,3266.67,17088.92,9.85,32422.77,13047.18,0,45469.95,65835.39,0,1,-100.58976,37.262032
21/01/2018,Portland,1.8,3170.73,3086.95,10.07,1279.19,17489.16,72.74,18841.09,25108.84,0,1,-122.676483,45.523064
21/01/2018,Charlotte,1.62,8.94,5461.01,246.99,6703.12,2.64,0,6705.76,12422.7,0,1,-80.843124,35.227085
21/01/2018,Great Lakes,1.41,5114.24,53205.28,0,89986.79,86504.23,0,176491.02,235021.5,0,1,-82.484612,45.052238
21/01/2018,Grand Rapids,1.31,4.26,1118.8,0,7418.31,25.27,0,7443.58,8566.64,0,1,-85.670006,42.963795
21/01/2018,Chicago,1.82,83.93,28134.16,0,8470.58,0,0,8470.58,36688.67,0,1,-87.623177,41.881832
21/01/2018,West Tex/New Mexico,0.84,505263.29,177911.4,9468.95,118978.5,209131.06,160,328269.56,1020913.2,1,0,-106.018066,34.307144
21/01/2018,Roanoke,1.67,219.52,1633.41,0,3524.73,2557.87,0,6082.6,7935.53,0,1,-79.941429,37.270969
21/01/2018,New York,1.27,46444.43,1642533.16,1165.1,423570.05,21523.99,6.03,445100.07,2135242.76,1,0,-73.935242,40.73061
21/01/2018,Philadelphia,1.32,69862.88,303263.33,383.99,144550.12,9797.01,2.76,154349.89,527860.09,1,0,-75.165222,39.952583
21/01/2018,Northeast,1.25,441673.49,4447691.02,16607.82,990188.67,241571.32,20.29,1231780.28,6137752.61,1,0,,
21/01/2018,Albany,1.69,3133.37,116520.88,88.78,10023.79,5429.53,0,15453.32,135196.35,1,0,-73.756233,42.65258
21/01/2018,Los Angeles,1.15,1230413.83,364552.16,82843.86,918833.2,16789.91,39590.27,975213.38,2653023.23,1,0,-118.243683,34.052235
21/01/2018,Dallas/Ft. Worth,0.85,728035,216211.98,6291.83,410340.65,76287.17,72.46,486700.28,1437239.09,1,0,-96.808891,32.779167
21/01/2018,Sacramento,1.15,160917.18,362263.89,1136.97,60172.16,1674.44,5046.73,66893.33,591211.37,1,0,-121.478851,38.575764
21/01/2018,Columbus,0.99,75486.73,52395.54,4298.3,63261.5,18897.31,13.64,82172.45,214353.02,1,0,-82.98333,39.983334
21/01/2018,Nashville,1,118667.23,20388.24,309.67,95967.09,36876.95,1264.44,134108.48,273473.62,1,0,-86.76796,36.174465
21/01/2018,Louisville,1.07,9137.72,48370.29,699.18,34517.5,26442.49,0,60959.99,119167.18,1,0,-85.7584557,38.2526647
21/01/2018,Pittsburgh,1.01,83017.19,32323.3,2721.64,36503.46,28781.78,0,65285.24,183347.37,1,0,-79.995888,40.440624
21/01/2018,Cincinnati/Dayton,0.89,92142.87,54830.94,12823.81,148818.14,13170.73,22.81,162011.68,321809.3,1,0,-84.512016,39.103119
21/01/2018,Buffalo/Rochester,1.29,8269.77,75965.53,61.69,26340.41,51249.87,0,77590.28,161887.27,1,0,-78.878738,42.88023
21/01/2018,Orlando,1.16,312991.46,36478.07,1521.7,72049.51,59856.21,7.79,131913.51,482904.74,1,0,-81.379234,28.538336
21/01/2018,Miami /Ft. Lauderdale,1.19,592863.38,79364.06,1920.89,84785.47,66902.12,0,151687.59,825835.92,1,0,-80.191788,25.761681
21/01/2018,Portland,1.17,76804.75,271528.75,18147.81,150749.79,90544.14,384.21,241678.14,608159.45,1,0,-122.676483,45.523064
21/01/2018,Atlanta,1.1,288131.95,56731.74,1612.56,158655.8,128969.24,5320,292945.04,639421.29,1,0,-84.387985,33.748997
21/01/2018,Baltimore/Washington,1.18,129351.87,659069.49,4321.42,304382.22,5088.13,0,309470.35,1102213.13,1,0,-120.740135,47.751076
21/01/2018,Northern New England,1.33,11506.29,492832.55,3776,27451.21,41550.17,0,69001.38,577116.22,1,0,-71.382437,42.407211
21/01/2018,Roanoke,1.11,32866.66,52406.08,271.62,61172.35,29271.28,13.33,90456.96,176001.32,1,0,-79.941429,37.270969
21/01/2018,Chicago,1.42,110759.53,473797.46,154585.97,79124.15,133370.44,10.56,212505.15,951648.11,1,0,-87.623177,41.881832
21/01/2018,New Orleans/Mobile,1.04,192632.7,23240.42,2212.37,79583.19,11776.55,1142.23,92501.97,310587.46,1,0,-90.071533,29.95106
21/01/2018,Denver,1.16,147297.68,233968.98,14834.26,101867.53,374703.83,1.11,476572.47,872673.39,1,0,-104.991531,39.742043
21/01/2018,Harrisburg/Scranton,1.14,125847.54,136876.39,168.16,79398.89,3142.53,3.33,82544.75,345436.84,1,0,-76.890739,40.26368
21/01/2018,Houston,0.78,651432.75,153445.45,10598.32,683790.27,85149.77,0,768940.04,1584416.56,1,0,-95.358421,29.749907
21/01/2018,Indianapolis,1.03,62385.12,66055.88,11433.91,84064.64,9782.65,9.96,93857.25,233732.16,1,0,-86.148003,39.791
21/01/2018,Boise,1.25,49711.32,2157.11,6343.03,22463.22,8026.61,26.48,30516.31,88727.77,1,0,-116.215019,43.618881
21/01/2018,Hartford/Springfield,1.18,8065.55,407711.57,175.38,56135.81,2459.57,6.67,58602.05,474554.55,1,0,-89.65002,39.79999
21/01/2018,San Francisco,1.01,259497.05,919666.37,2578.69,117863.67,80.08,2247.09,120190.84,1301932.95,1,0,-122.431297,37.773972
21/01/2018,Plains,1.18,1051836.46,479599.9,7659.28,562989.08,106461.22,50.18,669500.48,2208596.12,1,0,-100.58976,37.262032
21/01/2018,Jacksonville,1.14,137389.34,14033.79,444.84,34372.62,44668.89,375.56,79417.07,231285.04,1,0,-81.655647,30.332184
21/01/2018,Boston,1.12,15177.93,865836.92,6492.83,85468.78,26806.67,0,112275.45,999783.13,1,0,-71.057083,42.361145
